Loop Gain Phase X,Loop Gain Phase Y
1,179.9044870333488
1.584893192461114,179.8486223613497
2.511886431509581,179.7600834549407
3.981071705534974,179.6197612606412
6.309573444801934,179.397375584797
10,179.0449579033815
15.84893192461114,178.4865721468082
25.11886431509581,177.6022211993337
39.81071705534975,176.2031241207896
63.09573444801936,173.9956097805126
100.0000000000001,170.5357174351738
158.4893192461115,165.200350882551
251.1886431509582,157.2791140106207
398.1071705534976,146.4294397670592
630.9573444801939,133.5526505455074
1000.000000000001,120.956879325029
1584.893192461115,110.7284513769278
2511.886431509583,103.4264254283118
3981.071705534978,98.56068952078154
6309.573444801941,95.41772370361159
10000.00000000001,93.41176836506773
15848.93192461116,92.13400113231425
25118.86431509584,91.31477790979253
39810.71705534979,90.77882636377082
63095.73444801944,90.41085325490761
100000.0000000002,90.13153011013318
158489.3192461117,89.88059012798206
251188.6431509586,89.6038758831218
398107.1705534981,89.24166750428788
630957.3444801947,88.71581229814973
1000000.000000002,87.91292276859049
1584893.192461117,86.66016619521533
2511886.431509587,84.68900605365349
3981071.705534983,81.58136798563579
6309573.44480195,76.69544668370511
10000000.00000003,69.08734158337309
15848931.92461118,57.51412382979269
25118864.31509588,40.74572732662281
39810717.05534985,18.32669354560004
63095734.44801953,-9.082324516223908
100000000.0000003,-40.84495359177349
158489319.2461119,-77.42523938110698
251188643.1509589,-120.5630582950505
398107170.5534986,-173.226208771273
630957344.4801955,-236.6152595876334
1000000000.000004,-294.2985988421762
1584893192.461119,-305.4921510332677
2511886431.50959,-337.3112328827229
3981071705.534988,-374.2887905938434
6309573444.801957,-401.1670279227478
10000000000,-418.931371544656
